MO_1015-Tumor,,,,,,
CRPC,,,,,,
Lymph Node ,,,,,,
,LY86-AS1,1,,,,
,LY86,1,,,,
,LOC100506207,1,,,,
,LOC100422737,1,,,,
,LOC100288814,1,,,,
,LOC100132741,1,,,,
,LINC00518,1,,,,
,LINC00323,1,,,,
,LINC00222,1,,,,
,LIN28B,1,,,,
,LIMS1,1,,,,
,LCA5L,1,,,,
,LCA5,1,,,,
,LAS1L,1,,,,
,LAMA4,1,,,,
,LAGE3,1,,,,
,LACE1,1,,,,
,KLHL32,1,,,,
,KIF4A,1,,,,
,KIAA1919,1,,,,
,ITGB1BP2,1,,,,
,IST1,1,,,,
,IRAK1BP1,1,,,,
,INGX,1,,,,
,IMPG1,1,,,,
,IL34,1,,,,
,IL2RG,1,,,,
,IKBKG,1,,,,
,IGSF5,1,,,,
,IGBP1,1,,,,
,IBTK,1,,,,
,HYDIN,1,,,,
,HULC,1,,,,
,HTR1E,1,,,,
,HTR1B,1,,,,
,HSD17B8,1,,,,
,HS3ST5,1,,,,
,HPR,1,,,,
,HP,1,,,,
,HMGN3,1,,,,
,HMGN1,1,,,,
,HLA-DPB2,1,,,,
,HLA-DPB1,1,,,,
,HLA-DPA1,1,,,,
,HLA-DOA,1,,,,
,HLA-DMB,1,,,,
,HLA-DMA,1,,,,
,HEPH,1,,,,
,HDAC2,1,,,,
,HCG25,1,,,,
,HCCS,1,,,,
,HCCAT5,1,,,,
,HACE1,1,,,,
,GTF3C6,1,,,,
,GSTM2P1,1,,,,
,GRIK2,1,,,,
,GPR63,1,,,,
,GPR6,1,,,,
,GPM6B,1,,,,
,GNS,1,,,,
,GJB7,1,,,,
,GJB1,1,,,,
,GJA10,1,,,,
,GDPD2,1,,,,
,GDI1,1,,,,
,GCNT2,1,,,,
,GCM2,1,,,,
,GAGE7,1,,,,
,GAGE5,1,,,,
,GAGE4,1,,,,
,GAGE2D,1,,,,
,GAGE13,1,,,,
,GAGE12J,1,,,,
,GABRR2,1,,,,
,GABRR1,1,,,,
,G6PD,1,,,,
,FYN,1,,,,
,FUT9,1,,,,
,FRMD8P1,1,,,,
,FRK,1,,,,
,FOXO4,1,,,,
,FOXO3,1,,,,
,FLJ34503,1,,,,
,FIG4,1,,,,
,FHL5,1,,,,
,FBXL4,1,,,,
,FAXC,1,,,,
,FARS2,1,,,,
,FAM9C,1,,,,
,FAM50A,1,,,,
,FAM46A,1,,,,
,FAM3B,1,,,,
,FAM3A,1,,,,
,FAM229B,1,,,,
,FAM155B,1,,,,
,F13A1,1,,,,
,ETS2,1,,,,
,ERVFRD-1,1,,,,
,ERCC8,1,,,,
,EPHA7,1,,,,
,ELOVL7,1,,,,
,ELOVL4,1,,,,
,ELOVL2,1,,,,
,ELF4,1,,,,
,EGFL6,1,,,,
,EFNB1,1,,,,
,EEF1E1-BLOC1S5,1,,,,
,EEF1E1,1,,,,
,EDA2R,1,,,,
,EDA,1,,,,
,DSP,1,,,,
,DSCAM-AS1,1,,,,
,DSCAM,1,,,,
,DOPEY1,1,,,,
,DLG3,1,,,,
,DHX38,1,,,,
,DHODH,1,,,,
,DGAT2L6,1,,,,
,DEPDC1B,1,,,,
,DDO,1,,,,
,DCAF13,1,,,,
,CYB5R4,1,,,,
,CXORF65,1,,,,
,CXORF49B,1,,,,
,CXORF49,1,,,,
,CXCR3,1,,,,
,CTHRC1,1,,,,
,COQ3,1,,,,
,COL11A2,1,,,,
,CNR1,1,,,,
,CMTR2,1,,,,
,CLCN4,1,,,,
,CHST4,1,,,,
,CGA,1,,,,
,CEP57L1,1,,,,
,CEP162,1,,,,
,CDK19,1,,,,
,CDC40,1,,,,
,CD164,1,,,,
,CCNC,1,,,,
,CCDC162P,1,,,,
,CASP8AP2,1,,,,
,CALB2,1,,,,
,CAGE1,1,,,,
,C6ORF7,1,,,,
,C6ORF52,1,,,,
,C6ORF203,1,,,,
,C6ORF165,1,,,,
,C6ORF164,1,,,,
,C6ORF163,1,,,,
,C5ORF64,1,,,,
,C21ORF88,1,,,,
,C12ORF56,1,,,,
,BVES-AS1,1,,,,
,BVES,1,,,,
,BRWD1-IT2,1,,,,
,BRWD1,1,,,,
,BRD2,1,,,,
,BMP6,1,,,,
,BLOC1S5-TXNDC5,1,,,,
,BLOC1S5,1,,,,
,BEND3,1,,,,
,BCYRN1,1,,,,
,BCORL1,1,,,,
,BCKDHB,1,,,,
,BACH2,1,,,,
,BACE2,1,,,,
,B3GALT5,1,,,,
,AWAT2,1,,,,
,AWAT1,1,,,,
,ATXN3L,1,,,,
,ATXN1L,1,,,,
,ATP6AP1,1,,,,
,ATG5,1,,,,
,ASCC3,1,,,,
,ASB12,1,,,,
,ARR3,1,,,,
,ARMC2,1,,,,
,ARHGEF9,1,,,,
,ARHGAP6,1,,,,
,ARHGAP40,1,,,,
,AR,1,,,,
,AP1G1,1,,,,
,ANKRD6,1,,,,
,AMER1,1,,,,
,AMELX,1,,,,
,AMD1,1,,,,
,AKIRIN2,1,,,,
,AK9,1,,,,
,AIM1,1,,,,
,AIFM1,1,,,,
,ADIG,1,,,,
,ACRC,1,,,,
